4.641159175,-74.06659168
4.63996221,-74.06659168
4.63996221,-74.0690709
4.640065574,-74.0690709
4.640065574,-74.06872624
4.639067117,-74.06872624
4.639067117,-74.06915306
4.641470555,-74.06915306
4.641470555,-74.0677779
4.641384166,-74.0677779
4.641384166,-74.06800537
4.643043379,-74.06800537
4.643043379,-74.0672128
4.642172888,-74.0672128
4.642172888,-74.06809435
4.642543732,-74.06809435
4.642543732,-74.06752388
4.641861986,-74.06752388
4.641861986,-74.06761438
4.642574584,-74.06761438
4.642574584,-74.06591002
4.640620505,-74.06591002
4.640620505,-74.0671074
4.641364665,-74.0671074
4.641364665,-74.06678194
4.640391293,-74.06678194
4.640391293,-74.06703107
4.640662728,-74.06703107
4.640662728,-74.0644352
4.639796261,-74.0644352
4.639796261,-74.06545137
4.640786182,-74.06545137
4.640786182,-74.06534467
4.638322198,-74.06534467
4.638322198,-74.0668628
4.640571666,-74.0668628
4.640571666,-74.06613437
4.640192705,-74.06613437
4.640192705,-74.06720675
4.640265242,-74.06720675
4.640265242,-74.06565814
4.640036739,-74.06565814
4.640036739,-74.06684129
4.641150455,-74.06684129
4.641150455,-74.06598308
4.638673144,-74.06598308
4.638673144,-74.06602983
4.640134292,-74.06602983
4.640134292,-74.06519309
4.640058364,-74.06519309
4.640058364,-74.06626129
4.640731191,-74.06626129
4.640731191,-74.06553443
4.640191403,-74.06553443
4.640191403,-74.06623281
4.640500052,-74.06623281
4.640500052,-74.06538686
4.63983233,-74.06538686
4.63983233,-74.06545627
4.641696764,-74.06545627
4.641696764,-74.06394446
4.641145341,-74.06394446
4.641145341,-74.06597847
4.641287336,-74.06597847
4.641287336,-74.06593212
4.640775711,-74.06593212
4.640775711,-74.06631629
4.640931732,-74.06631629
4.640931732,-74.06449599
4.640667749,-74.06449599
4.640667749,-74.06613654
4.642094659,-74.06613654
4.642094659,-74.06541931
4.639791036,-74.06541931
4.639791036,-74.06591735
4.640710477,-74.06591735
4.640710477,-74.06500974
4.639380102,-74.06500974
4.639380102,-74.06544935
4.641918095,-74.06544935
4.641918095,-74.06506693
4.641829692,-74.06506693
4.641829692,-74.0657102
4.642174142,-74.0657102
4.642174142,-74.0655157
4.642011353,-74.0655157
4.642011353,-74.06680059
4.643180213,-74.06680059
4.643180213,-74.06502206
4.642272006,-74.06502206
4.642272006,-74.06754283
4.642361271,-74.06754283
4.642361271,-74.06719189
4.640298811,-74.06719189
4.640298811,-74.06795764
4.640355114,-74.06795764
4.640355114,-74.06747453
4.638470118,-74.06747453
4.638470118,-74.06874819
4.638874308,-74.06874819
