4.641159175,-74.06659168
1.641159175,-74.06668959
4.641997216,-74.06668959
4.641997216,-74.06613731
4.641476212,-74.06613731
4.641476212,-74.06752959
4.641819388,-74.06752959
4.641819388,-74.06728942
4.639212664,-74.06728942
4.639212664,-74.06786163
4.640206167,-74.06786163
4.640206167,-74.06575171
4.639213287,-74.06575171
4.639213287,-74.06604154
4.640219621,-74.06604154
4.640219621,-74.06584717
4.640168143,-74.06584717
4.640168143,-74.06601388
4.642807795,-74.06601388
4.642807795,-74.06525727
4.642733465,-74.06525727
4.642733465,-74.065621
4.643590217,-74.065621
4.643590217,-74.06489511
4.643148412,-74.06489511
4.643148412,-74.06522114
4.643731885,-74.06522114
4.643731885,-74.06519282
4.642199187,-74.06519282
4.642199187,-74.06623305
4.644102291,-74.06623305
4.644102291,-74.06498603
4.643818601,-74.06498603
4.643818601,-74.06596513
4.645688802,-74.06596513
4.645688802,-74.0649416
4.644391653,-74.0649416
4.644391653,-74.06533447
4.644611932,-74.06533447
4.644611932,-74.06428118
4.643248336,-74.06428118
4.643248336,-74.0656365
4.644140375,-74.0656365
4.644140375,-74.06433292
4.643851466,-74.06433292
4.643851466,-74.0651576
4.645059657,-74.0651576
4.645059657,-74.06309938
4.644272058,-74.06309938
4.644272058,-74.06398169
4.644570716,-74.06398169
4.644570716,-74.06368292
4.643839796,-74.06368292
4.643839796,-74.06439908
4.644583301,-74.06439908
4.644583301,-74.06326379
4.642654804,-74.06326379
4.642654804,-74.06362438
4.644377717,-74.06362438
4.644377717,-74.06352736
4.64395497,-74.06352736
4.64395497,-74.0644485
4.644756899,-74.0644485
4.644756899,-74.06357317
4.642788174,-74.06357317
4.642788174,-74.06410415
4.644512413,-74.06410415
4.644512413,-74.06204681
4.643920299,-74.06204681
4.643920299,-74.06244445
4.644785127,-74.06244445
4.644785127,-74.06168691
4.644389683,-74.06168691
4.644389683,-74.06315065
4.645407675,-74.06315065
4.645407675,-74.06240249
4.643904131,-74.06240249
4.643904131,-74.06303861
4.644648012,-74.06303861
4.644648012,-74.06221455
4.644164984,-74.06221455
4.644164984,-74.06299017
4.64538246,-74.06299017
4.64538246,-74.06269655
4.64464713,-74.06269655
4.64464713,-74.06289447
4.644814302,-74.06289447
4.644814302,-74.06173733
4.643842398,-74.06173733
4.643842398,-74.0625268
4.644220581,-74.0625268
4.644220581,-74.06017006
4.643692982,-74.06017006
4.643692982,-74.06055014
4.646017203,-74.06055014
4.646017203,-74.06033081
4.6459623,-74.06033081
4.6459623,-74.06191107
4.647086272,-74.06191107
4.647086272,-74.06067803
